/* ---------------------------------------------------------------------------|
 *
 * This file was generated by compilefs.
 * Edit only if you aren't going to recompile.
 *
 * ---------------------------------------------------------------------------|
 *
 * Distributed under the CC0 public domain license.
 * By Alison G. Watson. Attribution is encouraged, though not required.
 * See licenses/cc0.txt for more information.
 *
 * ---------------------------------------------------------------------------|
 */
[en enu default]
"LITH_INFO_DESCR_Pistol" = "このピストルは10年以上使用されてきましたが、これからもお客様にサービスを提供していきます。必ず。\n\n元々はオマケダ製バニラMOD Ka Haa'umiピストルだが、この銃は十分な修繕が施され今では破損しなくなった。\n\n14のカスタムハイグレードバキューム対応.374エクスプレスラウンドを発射。側面のマガジンホルダーをダクトテープ固定しているため、簡単にリロードできる。他のオマケダ武器と同様の小型CCBスコープを搭載。";
"LITH_INFO_SHORT_Revolver" = "リボルバー";
"LITH_INFO_DESCR_Revolver" = "この武器が地球上で作られていること以外に知る必要があるのはテフロンメッキ.50アクション エクスプレス ラウンド６発を上部に割り込んで装填される点。それで頭蓋骨割りが出来る。";
"LITH_INFO_SHORT_Shotgun" = "ショットガン";
"LITH_INFO_TITLE_Shotgun" = "Hiku Mk.２ショットガン";
"LITH_INFO_DESCR_Shotgun" = "このオマケダ製ショットガンは通常の８ゲージバックと小プラズマチャージの両方を同時に発射する。\n\nこれにより、ショットガンをレールガンのような機能を備えたライフルとしても標準のショットガンとしても使用できる。\n\nプラズマチャージは発射メカニズムに収容された小型の自己補給式バッテリーによって駆動される。\n\nそれと、ほとんどの軍用モデルにはCB-スコープが付属してある。";
"LITH_INFO_TITLE_ShotgunUpgr" = "Hiku Mk.２ショットガン ガウスMod";
"LITH_INFO_DESCR_ShotgunUpgr" = "1401 NEの短いアビアン・サピエンス戦争中、A.O.F.株式会社によってライン改変されHiku Mk.２ショットガンからシェル発砲メカニズムを削除し、高出力光子コンデンサーと交換した。\n\nこれによりこの銃は、チェンバーラウンドの必要性が無くなり燃焼速度が大幅向上したが基本的な使用方法は全く異なるものとなった。";
"LITH_INFO_TITLE_ShotgunUpg2" = "Hiku Mk.２ショットガン ポイズンMod";
"LITH_INFO_DESCR_ShotgunUpg2" = "A.O.F.株式会社が研究目的で作成したHiku Mk.１ショットガンの改変版。毒を自動的に補充する比較的小さな容器を使用し、致死性の神経毒と融合した腐食性酸を敵に感染させる。\n\nこの恐ろしいアップグレードはMk.２モデルに登録されなかったが内部構造はMk.２でも十分使用できるほど似ていた。ただしプラズマ点火メカニズムを無効にする必要がある";
"LITH_INFO_SHORT_LazShotgun" = "レーザーショットガン";
"LITH_INFO_TITLE_LazShotgun" = "Kaether フォトンライフル";
"LITH_INFO_DESCR_LazShotgun" = "地球との戦争中、長らく無名の会社によって作られたこの武器は純粋なエネルギーで敵を貫通する。\n\n中央の超伝導コイルは非常に高速で大量のエネルギーを光子加速器に送り込み銃を傾けることでリチャージされる。\n\n鶏肉の調理に最適。";
"LITH_INFO_SHORT_SuperShotgun" = "スーパーショットガン";
"LITH_INFO_TITLE_SuperShotgun" = "$LITH_INFO_SHORT_SuperShotgun";
"LITH_INFO_DESCR_SuperShotgun" = "惑星Ch'ariの巨大獣を狩るために作られた２x２ 4ga シェルを撃ち出す。バレルは過酷な環境下で溶けないように極度な強化がされた独自のデュアルローディングシステムを備えている。このシステムにより、両バレルに追加のシェルを配置することによりデカい反動なく4発連続で発射が可能。\n\n実際にはこれがどのように機能するかは現在も不明であり、4次元ジオメトリを使用している可能性が噂されている。\n\nこの武器には人間外の言語で製造業者のマークが付いており、スーパーショットガンとして唯一知られている。";
"LITH_INFO_SHORT_CombatRifle" = "コンバットライフル";
"LITH_INFO_TITLE_CombatRifle" = "オールポイント７５-bアサルトライフル";
"LITH_INFO_DESCR_CombatRifle" = "オールポイント75-bモデルのフルオートアサルトライフルは、軍や政府の取締官向けに製造されている。また、オールポイントのカタログで最も売れている武器でもある。毎分1,050発、テフロンメッキの.467口径の死だ。非常に頑丈なチタン製外装のおかげで過酷な状況と真空の両方で美しい銃が機能する。\n\nビルトインのアンダーマウントのようなグレネードランチャー付属。グレネード弾は一度に一発しか装填できないが、強烈なパンチを食らわせる。";
"LITH_INFO_TITLE_RifleUpgr" = "オールポイント７５-cモーダルトリガー";
"LITH_INFO_DESCR_RifleUpgr" = "75-b設計の失敗点を見て、オールポイントは修正によって改善させようと集まった彼らは、80グラムのスナイパーライフルから部品を取り出し、アサルトライフルにフィットさせることができた。\n\n75cモーダルトリガーには四つのツーラウンドバーストが連続的に発射可能な第三の発射モードが使用でき、部分的なCBスコープも有効になるが視界の妨げになる。";
"LITH_INFO_TITLE_RifleUpg2" = "SF-２０９レーザーライフル";
"LITH_INFO_DESCR_RifleUpg2" = "この改良は、発射システムをフォトンライフルによく似たものに置き換える以上のものではない。\n\nライフルの戦闘効果は非常に大きく向上し、現在では4tワットの貫通ビームを発射しほとんどの装甲されていない車両を突き破ることができる。";
"LITH_INFO_SHORT_SniperRifle" = "狙撃銃";
"LITH_INFO_TITLE_SniperRifle" = "Facer AM４９d狙撃銃";
"LITH_INFO_DESCR_SniperRifle" = ".50 BMGラウンドを発射する非常に強力なライフルで軟弱な装甲車両は貫通しほとんどの生きているターゲットを完全破壊できる。\n\nこれらの兵器の主な生産は約20年に及び、大量に傭兵に売られている。長い間、このライフル銃は狙撃手の主力武器であった。";
"LITH_INFO_SHORT_GrenadeLauncher" = "グレネードランチャー";
"LITH_INFO_TITLE_GrenadeLauncher" = "SYM4.3 D.６７１ 発破砲";
"LITH_INFO_DESCR_GrenadeLauncher" = "非常に高速で高度な部品に変更可能、洗練された外観を誇り、D.671は敵を根絶する。\n\nSYM4.3が市場に投入された後、この武器は広告の欠如とロケットの推進力が弱いという噂があったため、初めは全く無視されていた。\n\nこれは発射されて銃身から離れたロケットを推進させるために、ナノマシンまたは類似の技術を使用しているようだ。このため、ロケットが完全に離陸するまでにわずかな遅れが生じる。";
"LITH_INFO_TITLE_LauncherUpgr" = "UE-1 \"Eight-Ball\"リボルビングランチャー";
"LITH_INFO_DESCR_LauncherUpgr" = "爆発物は私たちが知っているように楽しいものであり、UNREAL兵器合資会社もその意見に同意している。8基の高収量ロケット推進手榴弾が一度に1基ずつランチャーに搭載され、弾倉の最後で発射される。セカンダリトリガーを押したままにすると発射モードを選択できデフォルトでは8発全て前方に水平発射、2番目のモードでは集中して大ダメージを与えるためロケットをらせん状に発射、3番目と最終モードではロケットケースからグレネードを全て撃ち出す。";
"LITH_INFO_TITLE_LauncherUpg2" = "SYM4.3 D.７８８ホーミングロケットシステム";
"LITH_INFO_DESCR_LauncherUpg2" = "これは銃のPCIバスに追加のナノマシンディスペンサーを追加する修正であり、発射時に数十万個のナノボットをグレネードを取り付け敵に向けて角度をつけるというものだ。\n\n従来のロケットベースのホーミングシステムとコンセプトは似ているがこの設計はよりスペース効率が良くより正確で、D.６７１のような小型のランチャーでも使用できる。";
"LITH_INFO_SHORT_PlasmaRifle" = "プラズマライフル";
"LITH_INFO_TITLE_PlasmaRifle" = "オールポイント６８-nプラズマライフル";
"LITH_INFO_DESCR_PlasmaRifle" = "１０２５NEに準軍事組織がマクシム・ダニル防衛組織合資会社にいくつかの高級兵器の製造を委託。MDDOが機能しなくなった後、彼らの資産はいくつかの企業に売却された。\n\n現在オールポイントが所有し\"68-nプラズマライフル\"として販売されている武器の一つで、同社の２番目によく売れている武器だ。\n\n一次射撃モードでは1ボルトあたり7.52tWを毎分約2,800ボルトで放出し二次射撃モードは毎分1,260、30.96tW貫通ボルトを放出する。これはその通り道にスイスチーズを作ることが可能だということだ。";
"LITH_INFO_TITLE_PlasmaUpgr" = "オールポイント６８-oプラズマチックレーザー";
"LITH_INFO_DESCR_PlasmaUpgr" = "2番目のベストセラーはオールポイントのスタッフを怒らせるための完全なゴミだったそのため彼らは武器の内部構造を完全に再設計、37.96tWの高速イオンコンデンサーで太陽より熱いライフルから純粋な死を放つようにした。\n\nいや、本当に。太陽より暑いでしょう。700kmくらい離れていても。\n\n残念なことにアップグレードには莫大な費用がかかった。これまでは個人投資家のみに販売されてきたが、ありがたいことに、そちらの雇い主もその一人だ。";
"LITH_INFO_TITLE_PlasmaUpg2" = "SF-2012 イオンアクセラレーションキャノン";
"LITH_INFO_DESCR_PlasmaUpg2" = "SF-2012IACはセマフォの兵器庫の中ならどこにでもあるもので、彼らの数少ない携帯型武器の一つであり、また数少ない改造品の一つでもある。\n\nIACはライフルの中でエネルギーを集めイオンの光線を集束させ、それからイオン光線を介して一度に電荷を発射し正確なラインで巨大プラズマ爆発を引き起こす。\n\nこの兵器は宇宙船の船体に穴を開けてしまうという評判があり、船内防衛戦では役に立たない。";
"LITH_INFO_SHORT_BFG9000" = "オメガキャノン";
"LITH_INFO_DESCR_BFG9000" = "この武器は別の次元面で開発され、魔法はまだ使用可能だ。凝縮された悪魔エネルギーを取り込み非常に複雑なマジカルパターンバッファを採用し好きなように吐き出す。\n\n現在インストールされているパターンバッファーは爆発性の砲弾で、ほぼ何でもスチームロールにできる。CB-Scopeが付属しているが何らかの理由で使用できない。\n\nこの武器は、そちらの雇い主が闇市場組合「Cid」を通じて高額で入手したものだ。気をつけろ。";
"LITH_INFO_TITLE_CannonUpgr" = "オメガキャノン: パンクチュエーターバッファー";
"LITH_INFO_DESCR_CannonUpgr" = "魔法による爆薬で壁を貫通する爆薬ボルトを放つオメガキャノン用パターンバッファ。\n\nどのようにしてこのバッファがここへ送られたのかは不明。この次元にはバッファが作成された超次元に入れる生物はいないからだ。\n\n闇市場のトレーダー間では、オメガキャノン製造者がその力に満足していなかったため、それを手に入れた者が誰であれ全能であることを望んだためにここへ送られたのではないかというのが通説になっている。\n\nまた、CB-Scopeも何らかの方法で動作する。";
